ticket_id,body,queue,type,priority,asp_billing,asp_account,asp_performance,asp_security,asp_bug,asp_feature,asp_network,asp_hardware,asp_software
21482,I am reaching out to seek guidance on the best practices for securing medical data and hospital IT infrastructure. Could you provide me with any information or resources you have on this matter? Your advice and recommendations would be greatly appreciated. Thank you for your time and assistance.,IT Support,Request,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
13506,I am seeking comprehensive documentation for integrating Pinnacle Studio 24 SaaS project management tools. Could you provide step-by-step instructions and necessary API documentation to facilitate a seamless integration? Your guidance would be greatly appreciated to ensure a successful implementation.,Customer Service,Request,low,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral
19583,"Seek enhancement in data analytics tools, antivirus software, and security for better investment performance.",Service Outages and Maintenance,Change,medium,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,not_present
14958,"Customer Support, a healthcare provider is currently experiencing service outages that are impacting multiple products. The issue may have arisen due to recent network failures or system updates and configuration changes. Standard troubleshooting steps, such as network restarts and software updates, have been attempted, but the problem persists. We would greatly appreciate if you could look into this matter and provide a solution as soon as possible. Please let us know if you require any additional information. Thank you.",Service Outages and Maintenance,Incident,low,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,negative
9129,"Dear Support Team, I urgently request your attention to resolve the current service outage impacting multiple products, such as Python 3.9 and QuickBooks. This outage is causing significant disruptions to my work, and I would greatly appreciate if you could look into the matter soon. Please let me know any additional steps I need to take and the information required from me.",Service Outages and Maintenance,Change,high,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative
4931,"Dear Customer Support Team, I am submitting a request to implement new data analytics features aimed at enhancing investment strategies, without disrupting current products. This is a high-priority matter as our existing analytics tools are outdated, limiting our ability to make well-informed investment decisions. The desired features include real-time data monitoring, predictive analytics, and customizable dashboards. These features should be integrated smoothly into our existing systems to prevent any operational interruptions. We appreciate your prompt attention to this request.",Product Support,Change,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
14837,"Dear Customer Support, we are requesting urgent maintenance to resolve service disruptions that are affecting multiple products, such as Cisco IOS, Symantec, and Airtable. These disruptions are causing significant operational issues and need to be resolved as soon as possible. Could you please provide an estimated time for resolution and additional information regarding the cause of the disruptions? We appreciate your prompt attention to this matter and look forward to hearing back from you soon. Thank you for your assistance with this matter.",Service Outages and Maintenance,Change,high,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative
9801,"Had unapproved access efforts on medical information, possibly because of a misconfigured firewall. Have already updated security procedures and conducted a system audit to find vulnerabilities. Also, monitored network traffic and reviewed user access logs for suspicious activities. Would greatly appreciate prompt assistance in resolving this issue.",Customer Service,Problem,medium,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present
21283,"Respected Customer Support, I am contacting you regarding issues with our digital strategies. Several devices have failed concurrently, leading to operational disruptions. I believe the problem might stem from outdated software or hardware conflicts. To address the issue, I have restarted the systems, updated the drivers, and verified all connections; however, the problem remains unresolved. I would greatly appreciate your help in resolving this as soon as possible. Please inform me if there are any additional steps I should take or if you need more details from me. Thank you for your time and assistance. Sincerely, [Your Name]",IT Support,Problem,high,not_present,not_present,negative,not_present,not_present,not_present,not_present,negative,negative
18069,"We need to implement strong encryption measures to secure medical data across all hospital IT systems and devices. This is to ensure that patient information remains confidential, intact, and accessible. Encryption techniques like AES and SSL/TLS should be applied to safeguard data during transmission and storage. We also require secure authentication and access controls to prevent unauthorized access.",General Inquiry,Change,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
1600,"Customer Support is reaching out to highlight a critical issue concerning payment problems impacting several products offered by the financial firm. Despite efforts to optimize investments through data analytics, we are encountering challenges with the billing system, leading to errors and failed payments. Our team has reviewed multiple invoices and attempted to update payment methods, but unfortunately, these efforts have not resolved the issue. We are concerned that these problems may be caused by errors within the billing process.",Billing and Payments,Problem,high,negative,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present
21142,An error with the payment gateway happened because of an old plugin.,Billing and Payments,Incident,medium,negative,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative
5704,"Customer support team, I am reaching out to inquire about the impact of data analytics services on investment optimization strategies. Could you offer detailed insights on how this service enhances strategic planning? I would appreciate any information regarding the benefits and features of the service to better understand how it can support investment decision-making. Thank you for your assistance.",Sales and Pre-Sales,Request,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
10658,"Hello, I am reaching out to inquire about digital strategies that can help in brand growth. Could you provide information on methods and techniques that can be used to increase brand awareness and engagement? I am particularly interested in learning about the approach to social media marketing, content creation, and influencer partnerships. Additionally, I would appreciate insights on how to share and measure the effectiveness of these strategies to make data-driven decisions. Thank you for your time and assistance. I look forward to hearing from you soon. Your guidance will be invaluable in helping me move forward.",Technical Support,Request,low,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,not_present
3938,The marketing agency encountered inconsistencies in billing for various products. Manual reconciliation of invoices temporarily addressed the problem. Assistance is required to fully resolve the issue.,Billing and Payments,Incident,medium,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
8640,"We are encountering inconsistencies in the outputs of our investment prediction models, which may be related to recent data integration problems. Despite verifying data sources and restarting the analytics platform, the issue remains unresolved. We require assistance to address this problem.",Product Support,Problem,medium,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative
19358,"Dear Customer Support, I am contacting you to seek support for updating our PostgreSQL database to accommodate the integration of Ring Light e-commerce, a requirement for our marketing agency's digital campaigns. Our current PostgreSQL version lacks the necessary functionality, and an upgrade is essential for our marketing initiatives, particularly for more effective tracking and analysis of customer data. Could you provide us with a detailed step-by-step instruction manual for the PostgreSQL database upgrade to support Ring Light e-commerce? We would also appreciate any supplementary materials or resources that could facilitate a smooth transition. Our marketing team is enthusiastic about utilizing the new integration and is relying on your support to expedite this process. Please inform us about any specific prerequisites or conditions we need to consider before initiating the upgrade. We are looking forward to your response and hope to finalize the update promptly. Thank you for your time and cooperation. Best regards, [Your Name]",Technical Support,Change,medium,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral
10545,Is it possible to get information on securing WLAN router settings?,IT Support,Request,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
4729,"The firm has encountered recurrent software crashes and sluggish performance, potentially due to outdated drivers or conflicting updates. Efforts to resolve these issues included rebooting devices, updating the software, and performing malware scans, but problems continue. Assistance is needed to address these technical challenges and enhance the system's efficiency.",Technical Support,Problem,medium,not_present,not_present,negative,not_present,negative,not_present,not_present,negative,negative
18765,The medical information vanished unexpectedly because of a potential exploit in the firewall setup.,Technical Support,Incident,high,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present
7734,Request to update the digital strategy framework to enhance brand growth and streamline marketing efforts to increase engagement and conversion rates.,Product Support,Change,low,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,not_present
4836,"The marketing agency has encountered software conflicts that are disrupting campaign analytics across various digital platforms. These issues may have arisen following recent updates or integration changes. Initial troubleshooting efforts, including restarting applications, updating software, and clearing cache, have not resolved the problem. We require assistance to identify the root cause and implement a solution to restore accurate campaign analytics. Despite these basic troubleshooting measures, the issue remains unresolved. Please provide guidance to help us resolve these conflicts effectively.",Technical Support,Incident,medium,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative
18739,"Dear Customer Support, I am reaching out to inquire about the payment options available for Magento 2.4 and Adobe Sign subscriptions. I am interested in learning more about the different payment methods that are accepted, such as credit cards, PayPal, or bank transfers. Could you please provide me with a list of the available payment options and any relevant details, such as payment terms and subscription plans? I would also appreciate any information regarding discounts or promotions that may be available. Additionally, I would like to know if there are any specific requirements or restrictions for payment processing. Thank you for your time and assistance. I look forward to hearing back from you soon. Regards, [Your Name]",Billing and Payments,Request,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
1485,"The digital campaign occasionally fails to upload content, which might be caused by server timeout issues. Troubleshooting steps include restarting systems and verifying network connections to ensure stability and performance.",Technical Support,Incident,medium,not_present,not_present,negative,not_present,negative,not_present,negative,negative,negative
1990,"Dear Customer Support, I am seeking guidance on how to integrate Sage Accounting with ClickUp for managing our digital marketing campaigns. Our team utilizes Sage Accounting for financial management and ClickUp for project oversight, but we are experiencing difficulties in streamlining the workflow to ensure smooth data exchange between the two platforms. We aim to automate tasks such as invoicing, expense tracking, and project reporting but are unsure of the best approach. Could you please provide us with detailed, step-by-step instructions and recommendations for integrating these systems?",Technical Support,Request,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
20596,"Dear Customer Support, I am experiencing a problem with accessing my medical data, which began unexpectedly. I suspect that it could be related to a recent software update or changes in our network setup. Despite restarting the systems and checking the firewall settings, the issue continues. I kindly request that you look into this matter swiftly and provide a solution at your earliest convenience. Please inform me if you need any further details from me to address this issue. Thank you for your prompt assistance and I await your response soon.",Customer Service,Incident,medium,not_present,not_present,negative,negative,negative,not_present,negative,negative,negative
19511,Facing issues with billing amounts,Billing and Payments,Problem,high,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
1793,"Customer Support, I am reaching out to inquire about scalable SaaS project management solutions. Could you provide detailed information on integration options and pricing? I am particularly interested in learning about customization features that can meet our organization's specific requirements. Additionally, I would appreciate details on available trials and demos that would allow us to evaluate the software before making a purchase. Please include relevant case studies and testimonials from current clients. I look forward to your response and exploring your offerings.",Sales and Pre-Sales,Request,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
2819,"Customer support inquiry about billing options and payment plans for scalable SaaS project management software. Could you please provide details on the different plans available, including any discounts for long-term commitments or bulk purchases? I would also appreciate an explanation of the process for upgrading or downgrading plans if my needs change. Additionally, are there any extra fees for services such as support or maintenance? I am interested in understanding how the software can assist my business, as I am considering a purchase.",Billing and Payments,Request,medium,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral
5086,"Customer Support, reporting an issue with the investment optimization analysis report. The analysis failed due to data synchronization errors involving Oracle Database 19c and PHP 8.0. The possible cause might be version incompatibility or misconfigured connectors. Attempts to resolve the problem by restarting services, updating drivers, and verifying data pipelines were unsuccessful. We would greatly appreciate your assistance in resolving this issue. Please let us know how you can help.",Billing and Payments,Incident,high,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative
5681,"The hospital's system encountered data access problems, possibly due to a cybersecurity breach or system misconfiguration. Devices have been rebooted, network connections inspected, user permissions verified, and initial security scans conducted.",IT Support,Problem,medium,not_present,not_present,not_present,negative,not_present,not_present,negative,not_present,not_present
19356,"Dear Support Team, I am reaching out to report an issue I faced when using your SaaS service. When uploading a substantial file, the platform stopped functioning and became unresponsive. It is possible that the server could not manage the upload due to inadequate resources. I attempted to restart the application and reviewed system logs to locate any error messages, but found no helpful data. I hope you can investigate this issue promptly and offer a resolution. If you require any further details from me, please let me know. Thank you for your attention and support. Kind regards, [Your Name]",Product Support,Incident,medium,not_present,not_present,negative,not_present,negative,not_present,not_present,not_present,negative
1154,"The digital tools used by the marketing agency are not functioning properly, which is hindering efforts to grow the brand. Potential reasons might be conflicts between software or hardware problems. Attempts to fix the issue by restarting devices and updating software have not been successful. We would be grateful for prompt assistance to resolve this matter.",Technical Support,Incident,medium,not_present,not_present,negative,not_present,negative,not_present,not_present,negative,negative
24856,"Dear Customer Support, I hope this message finds you well. I am writing to request a return for a product purchased from your Tech Online Store, which is currently experiencing connectivity issues. The item in question is the Canon PIXMA MG3620 printer, which I bought on <purchase_date> using my account number <acc_num>. Since setting up the printer, I've encountered repeated interruptions during wireless printing, which have hindered my ability to effectively complete printing tasks. Despite following all troubleshooting steps outlined in the manual and on your support website, the connectivity issues persist. I have attempted multiple solutions, including network resets and firmware updates, but the problem remains unresolved. Given this, I would appreciate it if you could authorize a return for this product, as it is within the warranty period. Please let me know the procedure I need to follow, including any necessary documents or information you require from my side. Thank you for your attention to this matter. I look forward to your prompt response to arrange for the return and refund of the printer. If you need to contact me, please reach out at my registered phone number, <tel_num>. Best regards, <name>",Returns and Exchanges,Request,low,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,negative
4354,Several software and hardware products experience intermittent failures when syncing with the SaaS platform. Attempts to resolve this by rebooting devices and clearing caches have been unsuccessful.,Technical Support,Incident,medium,not_present,not_present,not_present,not_present,negative,not_present,not_present,negative,negative
1919,"Customer Support has received an inquiry regarding the data analytics tools and technologies employed by the firm to optimize investment strategies. Could you provide specific details about the tools and technologies used to analyze market trends and facilitate informed investment decisions? The customer is particularly interested in understanding how the team utilizes data analytics to identify opportunities and mitigate risks. Additionally, they would like information about the firm's approach to data visualization and reporting. Gaining a deeper understanding of the data capabilities is important to them.",Human Resources,Request,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
4713,"The firm has been facing recurrent software crashes and sluggish performance, likely due to outdated drivers or conflicting updates. Efforts such as device restarts, software updates, and malware scans have been undertaken, yet the problems continue. Assistance is needed to address these technical challenges and enhance the system's efficiency.",Technical Support,Problem,medium,not_present,not_present,negative,not_present,negative,not_present,not_present,negative,negative
2929,"Customer Support is reaching out to inquire about integrating Magento with PyCharm Professional 2021.1 to optimize investment analytics workflows. Could you supply detailed information on the integration process? I would like to understand the steps involved, along with any specific requirements or configurations necessary. Our goal is to streamline workflows and enhance investment analytics capabilities. Please provide relevant documentation or resources to assist with the setup. Thank you for your support; I look forward to your response.",Billing and Payments,Request,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
9618,"Concerning the issue with the billing system, there has been a mistaken double charge on the SaaS subscription. This might be due to an error in the payment processing system. Despite our efforts to contact support and review transaction records, the issue remains unresolved. We would greatly appreciate your urgent attention to this matter and a prompt refund for the incorrect charge.",Billing and Payments,Problem,high,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
14979,"Recently, there have been inconsistent issues with the SendGrid email delivery service, affecting project notifications to users. This may be due to integration issues with the application. I have already attempted to reconfigure the SendGrid settings and checked the event logs, but the problem still persists. I would greatly appreciate your assistance in resolving this issue as soon as possible to ensure timely notifications to users.",Technical Support,Problem,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative
21047,Incident: Unauthorised access was found. Might be due to obsolete firewall. Steps taken: Restarted servers and scanned for viruses.,Returns and Exchanges,Incident,medium,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present
24811,"Hello Tech Online Store Support, I am experiencing issues with Zoom version 5.11.0, where the software crashes during calls, disrupting video conferencing and screen sharing. This is severely impacting my work. Please advise on a fix. Regards, <name>",Technical Support,Problem,medium,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative
24197,"Dear Customer Support, We are writing to inform you about a critical issue we experienced with the AWS Management Service. It seems there was a misconfiguration in the AWS settings, which led to a service outage affecting our website availability for several hours. We need urgent assistance to resolve this issue and prevent any future occurrences. Please look into this matter at your earliest convenience. Your prompt action will be much appreciated. Thank you for your support. Best regards, <name> <acc_num>",General Inquiry,Incident,medium,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,negative
5161,"Customer support team reports an issue with the investment data analytics system. The system has encountered data inconsistencies, which are probably due to synchronization errors. The team has attempted to resolve the problem by rebooting servers and verifying data pipelines, but unfortunately, the issue remains unresolved. Examination of system logs revealed irregularities in the data synchronization process. There is concern that this problem may be leading to inaccurate analytics, potentially impacting investment decisions. We would greatly appreciate your assistance in this matter.",Product Support,Incident,medium,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative
1889,"Customer Support reports an issue with the project management SaaS's reporting feature. Recently, there have been sporadic delays in loading times. The problem appears to have begun after recent backend updates, leading us to suspect a connection. Attempts to resolve the issue, including server restarts and cache clearing, have not been successful. We would appreciate it if you could investigate this matter and provide a solution at your earliest convenience. Please let us know if additional information is required.",IT Support,Problem,low,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative
6147,"Dear Support Team, Recently, we have noticed discrepancies in our billing through the QuickBooks Online integration. This issue might be due to a synchronization error following an update. We have tried manually reconciling transactions and resetting the API connection, but the problem still persists. These discrepancies are causing inconsistencies in our financial records, and we are struggling to reconcile them. We would greatly appreciate it if you could look into this matter urgently and provide a solution to resolve the issue. Please let us know if additional information is required. Thank you.",Billing and Payments,Problem,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative
11060,"There was a system outage that interrupted our data analytics processes. The problem could be related to a router failure. After restarting the router and checking the connections, the issue still persists. Assistance is needed to resolve this and restore our investment optimization processes.",IT Support,Incident,high,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,negative
23669,"Router not responding, impacting business activities, possible hardware issue.",Technical Support,Incident,high,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,not_present
15886,Detected unauthorized access attempt on the hospital system,IT Support,Incident,high,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present
23619,"Dear Tech Online Store Customer Support, I am writing to report a persistent screen flickering issue with my new Microsoft Surface Pro 7. This problem is severely affecting my ability to perform high-priority tasks efficiently, and it occurs frequently enough to be a major concern. I kindly request your guidance on how to resolve this issue or any available support for a potential replacement. Thank you for your prompt assistance. Best regards, <name> <email>",Product Support,Incident,high,not_present,not_present,negative,not_present,negative,not_present,not_present,not_present,negative
19909,Please provide details on data analytics solutions available.,Product Support,Request,medium,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral
23767,"Dear Customer Service, I am experiencing a problem with my Norton Antivirus Plus subscription. I would appreciate your help in resolving this at your earliest convenience. My account number is <acc_num>. Thank you, <name> Contact: <tel_num>",IT Support,Change,medium,not_present,neutral,not_present,not_present,not_present,not_present,not_present,not_present,not_present
5560,"The marketing firm encountered difficulties with the integration of software and hardware, impacting essential tools used in digital marketing strategies. The first line of troubleshooting did not resolve the issues.",Technical Support,Incident,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative
12993,Multiple users are encountering integration difficulties with Avast Premium Security and project management tools. The issue might be related to conflicting software updates or network configurations. Users have tried reinstalling and clearing cache but to no avail. Assistance is needed to resolve the problem.,Customer Service,Problem,high,not_present,not_present,not_present,not_present,not_present,negative,negative,not_present,negative
12989,"Hello Customer Support Team, we are requesting assistance in integrating DocuSign with JIRA Software to enhance our project management and document signing processes. This integration will allow us to streamline our workflows, increase productivity, and reduce manual errors. DocuSign enables us to electronically sign and manage documents, while JIRA Software helps us track and manage our projects effectively. We believe that this integration will greatly benefit our organization and would like guidance on setting it up. Please provide us with the necessary steps and requirements, and we would like to discuss the process at your earliest convenience via the phone number provided. Thank you.",Technical Support,Change,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
7432,Is it possible to provide details on the pricing options for Kubernetes integration?,Billing and Payments,Request,low,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral
23677,"Dear Customer Support, I am writing to express my concerns about the issue I am experiencing with my Dell XPS 13 9310. I purchased this laptop from Tech Online Store on <purchase_date> and have encountered frequent crashes, particularly during web browsing sessions. This has severely disrupted my ability to use the device effectively. The crashes occur unexpectedly and seemingly without cause, requiring a forced restart each time. While I have tried basic troubleshooting steps, such as updating drivers and system software, the problem persists. I suspect it could be a hardware issue, but I would like to seek your expert support to diagnose and resolve these persistent disruptions. Please advise on how to proceed. Whether through remote diagnostics, warranty service, or any other recommended action, your guidance on resolving this technical issue would be much appreciated. I rely heavily on this device for both personal and professional use, and resolving this swiftly is crucial. Thank you for your attention to this matter. I look forward to your prompt response. Best regards, <name> <tel_num> <email_address>",Customer Service,Problem,medium,not_present,not_present,negative,not_present,negative,not_present,not_present,negative,negative
13683,"There was a billing discrepancy on the most recent invoice, possibly due to a miscalculation. After reviewing previous invoices, similar issues persist, and I need your assistance to resolve this matter.",Billing and Payments,Problem,medium,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
8023,"request for an update on the SaaS platform's integration features. Specifically, we need enhanced compatibility with Shopware, QuickBooks, and Figma to improve our workflow. Could you please provide a timeline for implementation? This would greatly benefit our team's productivity and efficiency.",IT Support,Change,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,neutral
12640,Request for simplification of voice-to-text documentation,Sales and Pre-Sales,Change,high,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral
10515,"Our investment optimization tool has been experiencing intermittent outages that affect real-time data analysis. These outages seem to be related to recent system updates, which have caused unexpected traffic spikes. Despite restarting the application and reviewing the monitoring logs, the errors persist. We require assistance to resolve the issue and prevent future occurrences.",Service Outages and Maintenance,Incident,high,not_present,not_present,negative,not_present,negative,not_present,not_present,not_present,negative
24663,"Dear Customer Service, I am writing to inform you that I have been experiencing persistent paper jams while trying to print wirelessly using my HP DeskJet 3755 printer. Could you please help me address these issues by adjusting settings, or let me know if a replacement is necessary? Your prompt reply would be greatly appreciated. Thank you. Best regards, <name>",Customer Service,Incident,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
392,"Dear Customer Support Team, I am reaching out to highlight a problem with the recent payment process for my bill. Despite numerous attempts to settle the latest invoice, the transactions appear to be successful, yet my account still shows an unpaid balance. I have verified that the payment details are correct and that there are sufficient funds, but the issue remains unresolved. Could you please look into this matter and clarify whether the payment has been processed? I would also appreciate any advice on how to resolve this issue.",Billing and Payments,Incident,low,negative,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present
14463,"Customer Support, encountered difficulties while generating a report for project management using the SaaS platform. The Smart-Steckdose and Smartsheet integrations are causing connectivity problems, which are impeding the platform's functionality. After trying to restart the affected devices, verifying network settings, and examining integration logs, the issues still persist. I suspect that a recent update might be impacting API interactions and network configurations. I would greatly appreciate it if you could look into this matter and provide a solution as soon as possible. Please.",IT Support,Problem,high,not_present,not_present,negative,not_present,negative,negative,negative,negative,negative
16871,"Dear Customer Support, I am writing to seek information on the cost structures of your enterprise project management tools. Our organization is considering adopting a new project management software and we are eager to explore your range of options. Could you kindly furnish us with a comprehensive list of your pricing structures, specifically including any reductions for extended commitments or group purchases? We would also be grateful for any insights you could share on the functionalities and support services that come with each pricing category. Moreover, do you have any tailored pricing plans for sizable corporations? Thank you for your time and cooperation. I anticipate your prompt reply. Sincerely, [Your Name]",Sales and Pre-Sales,Request,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
4712,"Facing problems with Lexar SD card, Laravel 8, IFTTT, and other products. Even after rebooting devices and updating software, the issues remain. I believe there might be compatibility conflicts within the system. Kindly assist in resolving these problems.",IT Support,Incident,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative
6607,noted billing inaccuracies in the recent invoices because of mistakes.,Billing and Payments,Problem,low,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
24198,"Dear Customer Support, My name is <name>, and I am experiencing an issue with my MacBook Air M1. Despite repeated attempts, the device does not power on even when using the original charger. This happened after less than a year of use, and it has become quite frustrating. I kindly request your assistance in resolving this matter. Please advise on the next steps I should take to address this situation. I hope for a swift resolution to continue using my product without further inconvenience. Thank you for your attention to this matter. Regards, <name> Contact: <tel_num>",Product Support,Incident,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,not_present
4156,"Is it possible to furnish comprehensive security protocols that protect medical data with the hospital's solutions? This is crucial for ensuring patient confidentiality and compliance with regulations. Please include details on data encryption, access controls, and breach notification procedures.",Product Support,Request,high,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
24584,"Hello Tech Online Store Support Team, I am encountering an issue with the Netgear Switch GS108 that I acquired recently. After initial usage, the device has stopped responding and won't power on. This switch is crucial for my home network, so I would highly appreciate your prompt assistance. Please direct me on how to address this problem or initiate a return procedure. Thank you for your support. Kind regards, <name>",Technical Support,Incident,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,not_present
10071,"Noted unauthorized access alerts on our medical data systems, indicating potential data security lapses. We have imposed temporary access restrictions and performed initial system audits.",Customer Service,Incident,low,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present
22715,"Hello Customer Support, I am facing difficulties with my data analytics dashboard. It has completely frozen, preventing me from accessing any data. Despite restarting my computer and ensuring all updates are installed, the problem remains unresolved. I believe there might be a software conflict causing this. I would greatly appreciate your support in addressing this issue. If there are any actions I should take to troubleshoot, please advise. Thank you for your assistance. Best regards, [Your Name]",Technical Support,Problem,low,not_present,not_present,negative,not_present,negative,not_present,not_present,not_present,negative
5693,"Facing difficulties with the marketing agency's digital campaigns. Despite employing various tools, the campaigns continue to underperform. We have attempted resetting configurations, updating software, and analyzing campaign data, but the problem persists. We suspect there may be integration errors across different platforms. We would appreciate your assistance in resolving this issue.",Sales and Pre-Sales,Incident,medium,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative
10995,"Our digital ad campaign has not performed as expected, resulting in a decline in engagement and brand visibility. Inaccuracies in targeting might be the reason. We have already adjusted the audience settings and boosted posts, but the results are still not satisfactory. I need your help to improve the campaign's performance and increase brand visibility.",General Inquiry,Problem,high,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative
1537,The investment optimization software terminates unexpectedly during data analysis.,Technical Support,Problem,high,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative
14707,"I am encountering intermittent connectivity problems with my Netgear Nighthawk Mesh Wi-Fi 6 System. This might be due to network congestion or interference from nearby devices. So far, I have rebooted the router, checked for firmware updates, and rearranged the devices to enhance signal strength. However, the issue still persists. I would greatly appreciate your help in resolving this matter, as it is affecting my daily operations. Could you please provide guidance on further troubleshooting steps and recommend a solution to stabilize the network connection?",IT Support,Problem,medium,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative,not_present
9842,Seeking detailed information on services that secure medical data within a hospital's infrastructure. Would like to know the measures taken to protect sensitive information and ensure the integrity of hospital systems.,Product Support,Request,medium,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
24600,"Hello, I am experiencing persistent wireless connection issues with my recently purchased Epson EcoTank ET-4760. I would like to request an exchange for this product, as it has been problematic since day one. Thank you for your assistance. Sincerely, <name>, order number <order_num>.",Returns and Exchanges,Problem,medium,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative,not_present
4657,Multiple products are facing recurring disconnections on various devices. The problem might be related to recent platform updates. Rebooting the systems and reinstalling the software have not restored stable connections. Urgent support is required to fix the issue and avoid service interruptions.,Product Support,Incident,high,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,negative
7441,"Looking for customer support to inquire about data security solutions offered for healthcare providers and hospital systems. Could you please provide information on the measures that are in place to protect sensitive patient data? I would greatly appreciate it if you could share relevant case studies and testimonials from previous clients in the healthcare industry. Additionally, I would like to know about the compliance with industry standards and regulations, specifically HIPAA. Thank you, and I look forward to hearing back soon.",General Inquiry,Request,low,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present
24358,"Dear <name>, I am encountering a problem while trying to activate my Windows 11 Pro on my device. After adhering to all the provided instructions, I continue to face an activation error. My account number is <acc_num>. I would be grateful for your help in resolving this issue as soon as possible. You can contact me at <tel_num> or respond to this email with further guidance. Thank you for your assistance. Sincerely, <name>",IT Support,Incident,medium,not_present,neutral,not_present,not_present,negative,not_present,not_present,negative,negative
24154,"I am experiencing downtime and connectivity issues with my AWS hosted applications today. This affects my business operations. Need urgent assistance to resolve this problem. Thank you, <name>, <tel_num>.",Customer Service,Problem,high,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,not_present
