ticket_id,body,queue,type,priority,aspect_tags,asp_billing,asp_account,asp_performance,asp_security,asp_bug,asp_feature,asp_network,asp_hardware,asp_software,label_source,notes
5012,"Customer Support is seeking advice on how to optimize investment strategies through data analytics tools. They are exploring various features and functionalities of the platform and would appreciate expert insights to maximize its potential. Specifically, they want to learn about different metrics and indicators provided by the tools to make well-informed investment choices. Could you please offer guidance on how to begin using these data analytics tools for investment optimization?",Billing and Payments,Request,medium,account|feature|security,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
5022,"A security breach has compromised medical data, leading to system outages. The potential cause appears to be outdated security measures. Efforts have been made to address this by updating antivirus software and resetting network configurations.",Technical Support,Problem,high,network|performance|security,not_present,not_present,negative,negative,not_present,not_present,negative,not_present,negative,llm-qwen3-4b-4bit,
5029,Could you provide comprehensive documentation on best practices for scaling a SaaS platform to effectively manage increased traffic and user growth while maintaining performance?,Product Support,Request,medium,feature|performance,not_present,not_present,neutral,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
5086,"Customer Support, reporting an issue with the investment optimization analysis report. The analysis failed due to data synchronization errors involving Oracle Database 19c and PHP 8.0. The possible cause might be version incompatibility or misconfigured connectors. Attempts to resolve the problem by restarting services, updating drivers, and verifying data pipelines were unsuccessful. We would greatly appreciate your assistance in resolving this issue. Please let us know how you can help.",Billing and Payments,Incident,high,bug|feature|hardware|performance,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
5160,"A potential security incident has occurred, potentially exposing medical information because of outdated software versions.",Technical Support,Incident,medium,account|performance|security,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
5161,"Customer support team reports an issue with the investment data analytics system. The system has encountered data inconsistencies, which are probably due to synchronization errors. The team has attempted to resolve the problem by rebooting servers and verifying data pipelines, but unfortunately, the issue remains unresolved. Examination of system logs revealed irregularities in the data synchronization process. There is concern that this problem may be leading to inaccurate analytics, potentially impacting investment decisions. We would greatly appreciate your assistance in this matter.",Product Support,Incident,medium,account|bug|performance,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
5328,"Customer Support team, I am bringing to your urgent attention a critical issue currently impacting our marketing agency. We are experiencing inconsistencies in billing for several product subscriptions. Despite reviewing invoices and resubmitting payments, the problem persists. It might be due to synchronization errors within the system. We have attempted troubleshooting without success. Your prompt assistance in resolving this matter would be highly appreciated. Please let us know how to proceed.",Billing and Payments,Problem,high,billing|performance,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
5340,"The data analytics platform experienced intermittent failures, which hindered the investment optimization process. The probable cause was software compatibility problems. To resolve the issue, the server was rebooted, the analytics software was reinstalled, and normal operation was restored, allowing investment optimization to continue. To prevent recurrence, it is recommended to thoroughly verify software compatibility and keep it updated regularly. Additionally, a backup system has been put in place to reduce the impact of potential future failures. Ensuring the system's stability remains a priority.",Technical Support,Problem,high,bug|performance|security|software,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
5434,"Customer support team, reporting an issue with the investment data analytics system. The system has encountered data discrepancies, likely due to synchronization errors. Our team tried to resolve the problem by rebooting servers and verifying data pipelines, but unfortunately, the issue remains unresolved. Upon reviewing system logs, we found inconsistencies in the data synchronization process. We are concerned that this issue may lead to inaccurate analytics, which could impact investment decisions. We would greatly appreciate your assistance in addressing this matter.",Product Support,Incident,medium,account|performance,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
5539,"Customer Support, could you please share the details of the protocols and measures in place to safeguard sensitive patient information, particularly focusing on data encryption and access controls? It would be greatly appreciated if you could also provide information on any relevant certifications and audit processes to ensure the confidentiality, integrity, and availability of medical data. Your prompt assistance with this matter would be much appreciated, and I look forward to hearing from you soon.",Product Support,Request,medium,account|security,not_present,not_present,not_present,neutral,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
5560,"The marketing firm encountered difficulties with the integration of software and hardware, impacting essential tools used in digital marketing strategies. The first line of troubleshooting did not resolve the issues.",Technical Support,Incident,medium,bug|hardware|performance,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative,llm-qwen3-4b-4bit,
5611,"Preparing a report on the marketing agency's digital campaigns aimed at enhancing brand growth across various platforms. Despite efforts such as system reboots and software updates, the issue remains unresolved. Potential integration problems with the listed products may be contributing. Assistance in troubleshooting and resolving this issue to boost the brand's online visibility would be appreciated.",Technical Support,Problem,high,account|feature|performance|software,not_present,not_present,negative,not_present,negative,neutral,not_present,not_present,negative,llm-qwen3-4b-4bit,
5652,"I am seeking detailed instructions for integrating the Smart-Rauchmelder Notion into a scalable SaaS project management platform. I am interested in learning about the tools used together to streamline workflows and enhance productivity. Could you please provide a step-by-step guide on how to perform the integration, along with any additional resources or support options available? Your guidance on this matter would be greatly appreciated. Thank you for your time and assistance. I look forward to your prompt response.",IT Support,Request,medium,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
5676,"Customer Support: A healthcare provider has encountered difficulties accessing data within hospital systems, potentially due to recent software updates. Despite attempting to reboot the system and run antivirus scans, the problem remains unresolved. We require assistance to resolve this promptly to reduce disruptions to patient care. Kindly help us troubleshoot and provide a solution to this issue. We appreciate your prompt attention and look forward to your response.",Technical Support,Problem,medium,bug|performance|security,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
5681,"The hospital's system encountered data access problems, possibly due to a cybersecurity breach or system misconfiguration. Devices have been rebooted, network connections inspected, user permissions verified, and initial security scans conducted.",IT Support,Problem,medium,network|performance|security,not_present,not_present,not_present,negative,not_present,not_present,negative,not_present,not_present,llm-qwen3-4b-4bit,
5693,"Facing difficulties with the marketing agency's digital campaigns. Despite employing various tools, the campaigns continue to underperform. We have attempted resetting configurations, updating software, and analyzing campaign data, but the problem persists. We suspect there may be integration errors across different platforms. We would appreciate your assistance in resolving this issue.",Sales and Pre-Sales,Incident,medium,bug|feature|performance|software,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
5780,Customer Support has submitted a request to enhance data analytics tools to improve the investment optimization processes at our financial firm. The current tools are outdated and impede our ability to make well-informed decisions. We would like to arrange a meeting to explore the options available and determine the best course of action. Upgrading to new tools capable of delivering real-time data and predictive analytics is essential for optimizing our investments. We believe that this update is vital for the firm's success.,Human Resources,Change,medium,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
5790,"Customer support is seeking information on essential measures to guarantee the security of medical data within hospital systems. Could you please supply detailed guidelines and best practices for safeguarding medical information? We would appreciate insights into encryption techniques, access management, and network security protocols. Additionally, are there specific compliance standards that must be adhered to? We are aiming for a comprehensive strategy to protect sensitive patient data and prevent potential data breaches.",Returns and Exchanges,Request,low,account|network|security,not_present,not_present,not_present,neutral,not_present,not_present,neutral,not_present,not_present,llm-qwen3-4b-4bit,
5844,"Customer Support reports encountering integration difficulties across various software and hardware platforms, which are compromising the precision of data analytics and investment optimization efforts. These problems are probably due to incompatible updates on the platforms or devices. The team has tried troubleshooting by restarting devices, reinstalling software, and performing network diagnostics, but unfortunately, these measures did not resolve the issue. We are concerned that this problem might hinder our ability to make well-informed investment decisions.",Technical Support,Incident,low,bug|feature|hardware|performance|software,not_present,not_present,not_present,not_present,not_present,negative,negative,negative,negative,llm-qwen3-4b-4bit,
5886,"Currently, we are facing connectivity issues with the Laravel application.",Technical Support,Incident,high,bug|network|performance,not_present,not_present,not_present,not_present,not_present,not_present,neutral,not_present,neutral,llm-qwen3-4b-4bit,
5950,Customers face error notifications during file uploads,Technical Support,Problem,high,bug|feature|performance,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
6139,"The financial firm's data analytics platform is not working, which is affecting the optimization of investments. The issue might be due to a router malfunction or software incompatibility. We have attempted to reboot the Google Nest Wifi Router and restarted the affected applications, but to no avail. The team has tried troubleshooting, but the problem still persists. We kindly request your assistance to resolve this matter as soon as possible to minimize its impact on operations. Please let us know your next steps to resolve the issue.",Service Outages and Maintenance,Incident,high,bug|network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,negative,llm-qwen3-4b-4bit,
6176,"Hello there, I reached out to your customer support team about your data analytics services and their potential for optimizing investments. Could you provide more details on the types of services you offer that would assist in making well-informed investment decisions? I would greatly appreciate specifics on the types of data analyzed and the expected outcomes. Your prompt assistance is much appreciated, and I look forward to hearing back from you soon.",Customer Service,Request,medium,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
6187,"During the last deployment, users encountered notable performance slowdowns in the application. This could be due to unoptimized code introduced in the latest update. After restarting the servers and rolling back the update, the issues still persist. The team is currently actively investigating the cause and working towards a solution to restore optimal performance.",IT Support,Problem,high,bug|performance,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
6362,"The monthly subscription fee was charged twice, which has significantly affected my account balance. This might have occurred due to a billing processing error or system glitch. I have already checked my payment method and contacted my bank, confirming that there are duplicate transactions. I would appreciate it if you could look into this matter and correct the error as soon as possible.",Billing and Payments,Problem,high,account|billing|performance,negative,negative,not_present,not_present,negative,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
6413,Could offer advice on securing medical data with firewall switch solutions? Interested in learning about best practices for protecting sensitive medical information. Thank you for your assistance; look forward to your response soon.,Technical Support,Request,high,security,not_present,not_present,not_present,neutral,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
6548,I am writing to seek clarification on the billing structure and available payment options for the SaaS platform. Could you please provide information on the different plans and pricing models? I would greatly appreciate it if you could outline the accepted payment methods and any potential discounts for long-term commitments.,Billing and Payments,Request,high,billing,neutral,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
6554,"An incident has led to potential exposure of medical data due to possible security loopholes. Preliminary evaluations indicate that outdated software and antivirus configurations are the suspected vulnerabilities. Despite efforts to update the antivirus software and secure access points, the issue remains unresolved. We request your guidance on steps to mitigate the risk and prevent similar incidents in the future.",Human Resources,Incident,low,security,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
6577,"An error has occurred during the data analysis process, which is affecting the optimization of investments. There is a suspicion that it may be due to software integration issues.",IT Support,Incident,high,bug|performance,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
6585,"Seeking details on integrating CorelDRAW project management SaaS. Would greatly appreciate any information or guidance, and resources to help me get started. Thank you for your assistance, and I look forward to hearing back soon.",Technical Support,Request,high,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
6607,noted billing inaccuracies in the recent invoices because of mistakes.,Billing and Payments,Problem,low,billing|bug,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
6650,Can you offer insights on optimizing investments through data analytics for financial firms?,Billing and Payments,Request,low,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
6736,"Facing frequent software crashes across various products, even after reinstallation and compatibility tweaks.",Product Support,Problem,medium,bug|performance,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
6746,Please provide information on how data analytics services can optimize investments. This would greatly assist us in making well-informed decisions. We are interested in learning about the benefits these services can bring to our business. We look forward to your assistance and are waiting for your response.,Customer Service,Request,medium,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
6760,"There was a delay in processing employee onboarding requests during the past week due to a backlog in the document verification processes, which has affected new hires.",Human Resources,Incident,medium,,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
6781,"Facing system outages that are impacting several linked devices during peak usage times. This could be due to resource constraints or network congestion. Steps taken include restarting the affected systems and optimizing Oracle Database settings, but the issues continue to occur daily and are disrupting operations. I would appreciate it if you could look into this matter and provide a solution at the earliest possible time.",Technical Support,Incident,high,account|network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,negative,llm-qwen3-4b-4bit,
6799,"The marketing agency's website is currently inaccessible, hindering client access to services. This might be due to recent server maintenance. After attempting to restart the server and clear the cache, the issue still persists and requires prompt assistance.",Technical Support,Incident,high,performance,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,negative,llm-qwen3-4b-4bit,
6935,"I am preparing a report on significant disruptions in digital marketing strategies due to software compatibility issues. Recent updates to key applications might be causing these problems. We have attempted reinstalling the affected software and updating device drivers, but the issue still persists. I would greatly appreciate your assistance in resolving this matter.",Technical Support,Incident,medium,performance|software,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
6976,"Facing disconnections post software update, have already restarted and reinstalled drivers.",Technical Support,Problem,high,bug|hardware|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,negative,llm-qwen3-4b-4bit,
7024,"Facing repeated crashes with Smartsheet when handling large project loads. This could be due to insufficient GPU processing power, such as with an AMD Radeon RX 6800 XT. We have already updated the software drivers, verified system resource usage, and attempted to optimize memory allocation through Kubernetes.",Technical Support,Problem,high,bug|hardware|performance,not_present,not_present,negative,not_present,negative,not_present,not_present,negative,negative,llm-qwen3-4b-4bit,
7110,"Customer support, users are facing frequent disconnections during video calls. Issues include Google Meet data sync problems, WeChat, and Evernote. These might be due to server overload or configuration errors within Microsoft SQL Server 2019. Services have been restarted, database queries optimized, and server capacity increased, but the issues continue. Assistance in resolving this matter would be greatly appreciated.",Technical Support,Incident,high,network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,negative,llm-qwen3-4b-4bit,
7117,"A billing error occurred, leading to incorrect charges. This may be due to the integration of a recent software update. I have already contacted support and reviewed my payment history to try to resolve the issue.",Billing and Payments,Incident,low,billing|bug|performance,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
7212,"Customer Support, preparing a report on a potential data security breach in the hospital's system. Initial investigation points to possible software vulnerabilities, configuration errors, or network device issues that might have contributed to the problem. Our team performed preliminary scans which indicated significant threats and reviewed security protocols for any potential weaknesses. We need your help to ensure the system's integrity and protect sensitive patient information. Please provide further assistance.",Customer Service,Incident,low,bug|network|security,not_present,not_present,not_present,negative,not_present,not_present,negative,negative,negative,llm-qwen3-4b-4bit,
7232,Facing access problems due to server overload.,Technical Support,Incident,high,bug|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,not_present,llm-qwen3-4b-4bit,
7301,"An unauthorized access alert has been triggered on the server managing medical data. The potential causes include weak firewall rules and outdated software. Steps taken to secure the system included running antivirus scans and updating software, but the issues still persist.",Billing and Payments,Incident,low,hardware|performance|security,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
7343,"Issue encountered with the investment analysis tool while writing the report. The tool's failure to load data has caused significant disruptions to the workflow. Steps taken included restarting the application and checking database connections, but the issue persists. The problem might be related to software incompatibility due to recent updates. Assistance in resolving this matter as soon as possible would be greatly appreciated.",Technical Support,Incident,high,bug|network|performance,not_present,not_present,negative,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
7386,"A billing discrepancy has been noted on the latest invoice, possibly due to a miscalculation. After reviewing previous invoices, the issue seems to persist and requires your assistance to resolve.",Billing and Payments,Problem,medium,account|billing,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
7413,"Dear Support Team, we are encountering an unanticipated service interruption that is impacting several critical analytics operations. This issue might be related to server overload or ongoing system maintenance. Our team has attempted to restart the affected applications and have checked the network stability, but the problems still persist. We kindly request your immediate assistance in resolving this matter and would appreciate a prompt response. Could you please provide an estimated timeframe for resolution? We look forward to your prompt attention to this issue.",Service Outages and Maintenance,Incident,high,network|performance,not_present,not_present,negative,not_present,not_present,not_present,neutral,not_present,negative,llm-qwen3-4b-4bit,
7442,There has been a notable rise in server response times during peak usage hours following the recent code update. Efforts to optimize server settings and revert the update were not successful in resolving the issue. The team is actively investigating the root cause with the aim of finding a solution to enhance user experience.,IT Support,Incident,medium,account|performance,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
7479,"Customer Support is encountering problems with the marketing tools, which are malfunctioning and impacting brand growth efforts. The issue might have begun with recent software updates, possibly due to hardware compatibility issues. Restarting devices and reinstalling software did not resolve the problem. We would greatly appreciate it if you could look into this matter and provide a solution as soon as possible. Please let us know if there is any additional information needed to resolve the issue. We are looking forward to your assistance.",Technical Support,Incident,medium,bug|hardware|performance,not_present,not_present,not_present,not_present,negative,not_present,not_present,negative,negative,llm-qwen3-4b-4bit,
7534,"There are display problems with the touchscreen monitors that are impacting the performance of the analytics software. This might be due to recent software updates. We have already restarted the devices and checked the connections, but the issue still persists. We need your assistance.",Technical Support,Incident,medium,bug|hardware|network|performance,not_present,not_present,negative,not_present,negative,not_present,not_present,negative,negative,llm-qwen3-4b-4bit,
7548,There are compatibility issues with the project management tool software products.,Returns and Exchanges,Problem,medium,bug|feature|performance,not_present,not_present,not_present,not_present,not_present,negative,not_present,not_present,negative,llm-qwen3-4b-4bit,
7581,Looking for detailed information on the billing cycles and payment options for the Smart-Wassermelder service. Could you provide me with the available plans and payment methods?,Billing and Payments,Request,high,billing|feature,neutral,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
7647,"Customer Support, facing difficulties while generating a report for our project management SaaS platform. We are encountering connectivity issues with the Smart-Steckdose and Smartsheet integrations, which are impeding the platform's functionality. After trying to restart the affected devices, verifying network settings, and reviewing integration logs, the issues still persist. I suspect that a recent update might be impacting API interactions and network configurations. I would greatly appreciate if you could look into this matter and provide a solution as soon as possible. Please contact us for further assistance.",IT Support,Problem,high,bug|network|performance,not_present,not_present,negative,not_present,negative,not_present,negative,negative,negative,llm-qwen3-4b-4bit,
7731,Is it possible to furnish comprehensive documentation for integrating Smartsheet with a SQL Server project management system?,Customer Service,Request,medium,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
7751,"Noted an unforeseen charge on the billing summary. This might have arisen from a system glitch or communication error. After reviewing previous invoices and reaching out to support, the issue still exists. I would greatly appreciate it if you could look into this matter and provide a resolution at your earliest convenience.",Billing and Payments,Incident,high,account|billing|bug|performance,negative,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
7776,"Customer Support, seeking detailed information on digital strategies and services related to brand growth. Specifically, could you provide details on the services you offer, such as social media management, content creation, and SEO optimization? Also, would be grateful for information on the associated products, marketing software, and analytics tools. Additionally, could you share some case studies or examples of successful campaigns you have managed in the past? Looking forward to your response and learning more about your services.",Technical Support,Request,high,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
7857,"I am reaching out to report intermittent connectivity issues with ClickUp that are preventing access to project management features. These issues might be caused by recent updates, conflicting software, or network instability. Despite attempting to troubleshoot by adjusting network settings and clearing the application cache, the problems continue to occur on various devices and user accounts. I would greatly appreciate your assistance in resolving this matter as soon as possible. Please let me know if there is any additional information you need.",Product Support,Incident,medium,bug|network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,negative,llm-qwen3-4b-4bit,
7868,"I am looking to understand the billing features within JIRA Software, which is a project management SaaS tool. Could you provide details on how billing works, including any discounts for annual subscriptions or additional fees for certain features? This information would greatly help me understand the associated costs of using JIRA Software.",Billing and Payments,Request,high,billing|feature,neutral,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
7911,Inquiring about updating the digital strategy to boost brand growth. The current framework is outdated and requires a fresh approach to remain competitive. We would greatly appreciate it if you could provide a revised framework that incorporates the latest trends and practices. This will help us enhance our brand growth initiatives and optimize campaign performance.,Product Support,Change,medium,feature|performance,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
7913,Seek advice on enhancing QuickBooks data analysis,IT Support,Request,medium,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
7926,"Customer Support,<br>A major system crash has occurred, impacting several key applications vital to our digital strategy. The issue might be due to a software conflict. Attempts to reboot and reinstall the affected software have been unsuccessful. Despite our efforts, the problem continues, causing significant disruptions to our operations. We urgently need your assistance to resolve this matter to prevent further losses. Could you please provide guidance on the next steps? A technician is needed to be dispatched.",IT Support,Incident,high,performance,not_present,not_present,negative,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
8077,"Customer Support, Lately, there have been suspicious access attempts on our healthcare systems, which suggests a possible security breach. Even after reviewing the logs and enhancing password security, there are still indications of unauthorized access. We need your help in identifying and resolving this issue to ensure the security of our systems. Could you please provide guidance on the next steps? Your prompt attention to this matter is greatly appreciated.",Customer Service,Incident,medium,account|security,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
8204,"We are facing difficulties with the projector during our presentations. It might be a compatibility issue with other devices. We have already attempted to restart and reconfigure the network settings, but the problem still persists. We require your help to address this issue and avoid any disruptions in our brand's growth initiatives.",Technical Support,Problem,medium,hardware|network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,neutral,not_present,llm-qwen3-4b-4bit,
8281,"Customer support, users are facing intermittent login failures during peak hours. This might be due to server overload or session timeout issues. Troubleshooting steps such as monitoring server load and validating user credentials have been attempted, but the issues persist. We would greatly appreciate your assistance in resolving this matter promptly to prevent further disruptions.",IT Support,Problem,medium,account|network|performance,not_present,negative,negative,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
8320,I require assistance in securing medical data using Norton 360 healthcare systems. Could you provide details on the best practices and features to ensure compliance and protection?,Technical Support,Request,medium,feature|security,not_present,not_present,not_present,neutral,not_present,neutral,not_present,not_present,not_present,llm-qwen3-4b-4bit,
8359,"An unauthorized access event has taken place, possibly leading to the exposure of sensitive medical information.",Product Support,Incident,high,security,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
8381,"Facing intermittent connectivity problems with the KVM Switch that manages multiple devices. This could be due to conflicting hardware settings or outdated firmware. So far, I've reset the KVM Switch, updated the drivers, and checked the cable connections, but the issue still persists. I would greatly appreciate your help in resolving this matter, as it's affecting productivity. Please let me know any additional troubleshooting steps you can suggest or if a replacement is needed.",Technical Support,Problem,medium,hardware|performance,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative,neutral,llm-qwen3-4b-4bit,
8415,"We are facing system crashes during project exports, which we believe are due to memory overload with large datasets. Despite attempts to optimize data processing routines and increase memory allocation, the problem persists. Please help us resolve this issue.",Technical Support,Incident,high,bug|performance,not_present,not_present,negative,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
8477,Several software applications are facing connectivity challenges.,Customer Service,Incident,medium,network|performance,not_present,not_present,not_present,not_present,not_present,not_present,negative,not_present,negative,llm-qwen3-4b-4bit,
8485,Could you provide details on securing medical data within the RapidMiner hospital environment? Thank you.,Technical Support,Request,medium,feature|performance|security,not_present,not_present,not_present,neutral,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
8487,Would you like to know more about the available integrations with Microsoft Dynamics 365?,Customer Service,Request,medium,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,not_present,llm-qwen3-4b-4bit,
8500,"Hi Customer Support, we have noticed an unauthorized access attempt on our hospital's system. This might be due to weak password policies and outdated software. We initially reviewed the access logs and have updated the passwords to enhance security. The security team is currently investigating the matter to identify the root cause and prevent future incidents. We would greatly appreciate your guidance on how to improve our system's security to prevent such unauthorized access attempts. Please provide any recommendations you can offer.",IT Support,Incident,low,bug|security,not_present,negative,not_present,negative,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
8603,"I am facing access problems with the project management SaaS, even though I made the latest payment. After checking my payment method and refreshing account settings, I am still locked out. This might be due to a billing account synchronization glitch. I would appreciate your help in resolving this matter quickly so I can regain access to the project management tools.",Billing and Payments,Problem,high,account|billing|bug|performance,negative,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
8697,"Facing connectivity issues with the Google Nest Wifi Router, which is affecting our marketing campaigns. This might have resulted from recent firmware updates or configuration changes. I have already tried restarting the router and checking the cable connections, but the problem still persists.",Technical Support,Incident,high,network|performance,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative,negative,llm-qwen3-4b-4bit,
8700,Looking to get more information on securing medical data through Smart-Steckdose QuickBooks integration. Particularly interested in understanding the security measures implemented to protect sensitive medical information. I am keen to learn about the security features and how they can be utilized. I look forward to hearing from you at the earliest.,Technical Support,Request,medium,feature|security,not_present,not_present,not_present,neutral,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
8723,"The team faced significant connectivity issues during a crucial investment meeting on Google Meet, which disrupted data analysis discussions. Steps taken include restarting the laptop, verifying the network connection, and checking software configurations, but the issue still persists. The problem might be due to network configuration errors or resource overload on the Lenovo ThinkPad. Urgent assistance is needed to resolve this issue to avoid further disruptions.",IT Support,Problem,medium,network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,negative,llm-qwen3-4b-4bit,
8783,Facing unexpected subscription charges for digital products associated with brand growth strategies. This might have happened due to the auto-renewal feature across multiple accounts. Have already checked the billing settings and tried to cancel the subscriptions but still facing issues.,Returns and Exchanges,Problem,low,account|billing|feature,negative,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
8811,Broken data analysis instruments are impeding the optimization of investments,Technical Support,Incident,high,bug|performance,not_present,not_present,not_present,not_present,not_present,negative,not_present,not_present,negative,llm-qwen3-4b-4bit,
8953,"The marketing agency's digital strategies are being impeded by software and hardware compatibility issues. However, high-priority tools are now functioning smoothly due to recent updates.",Technical Support,Incident,high,bug|feature|hardware|performance|software,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative,llm-qwen3-4b-4bit,
8983,"Facing substantial integration challenges with the project management SaaS platform and various connected devices. The issue might be due to compatibility problems or outdated drivers affecting the products. We have tried to troubleshoot and update the relevant software, but to no avail. This issue is currently hindering productivity. We would greatly appreciate your assistance and guidance to resolve this matter.",Customer Service,Problem,high,bug|feature|performance,not_present,not_present,not_present,not_present,not_present,negative,not_present,negative,negative,llm-qwen3-4b-4bit,
8996,"A severe system outage has occurred, impacting multiple products and disrupting efforts to optimize data analytics investments. The issue may be related to recent updates or network configuration changes. Restarting affected devices and reverting updates resolved the problem temporarily. Assistance is needed to resolve this issue as soon as possible to minimize operational impact.",Technical Support,Incident,high,network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,negative,llm-qwen3-4b-4bit,
9003,"Currently facing data inconsistency problems across our marketing analytics tools. This might be due to recent software updates or integration flaws. We have already attempted system restarts and reconfigured data links, but the issue remains unresolved. Our team is actively working on resolving the problem and needs further assistance to ensure data accuracy and prevent future discrepancies. Could you please offer guidance on how to troubleshoot and resolve this issue as soon as possible?",General Inquiry,Incident,low,bug|performance,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
